,Date,Open,High,Low,Close,Volume,Adj Close
48,2018-04-20,0.7714,0.7714,0.7714,0.7714,0,0
49,2018-04-19,0.7804,0.7804,0.7804,0.7804,0,0
50,2018-04-18,0.7771,0.7771,0.7771,0.7771,0,0
51,2018-04-17,0.7771,0.7771,0.7771,0.7771,0,0
52,2018-04-16,0.7769,0.7769,0.7769,0.7769,0,0
53,2018-04-13,0.778,0.778,0.778,0.778,0,0
54,2018-04-12,0.7751,0.7751,0.7751,0.7751,0,0
55,2018-04-11,0.7749,0.7749,0.7749,0.7749,0,0
56,2018-04-10,0.7733,0.7733,0.7733,0.7733,0,0
57,2018-04-09,0.7691,0.7691,0.7691,0.7691,0,0
58,2018-04-06,0.7677,0.7677,0.7677,0.7677,0,0
59,2018-04-05,0.769,0.769,0.769,0.769,0,0
60,2018-04-04,0.77,0.77,0.77,0.77,0,0
61,2018-04-03,0.7685,0.7685,0.7685,0.7685,0,0
62,2018-03-29,0.7665,0.7665,0.7665,0.7665,0,0
63,2018-03-28,0.7694,0.7694,0.7694,0.7694,0,0
64,2018-03-27,0.7738,0.7738,0.7738,0.7738,0,0
65,2018-03-26,0.7723,0.7723,0.7723,0.7723,0,0
66,2018-03-23,0.7711,0.7711,0.7711,0.7711,0,0
67,2018-03-22,0.7744,0.7744,0.7744,0.7744,0,0
68,2018-03-21,0.7697,0.7697,0.7697,0.7697,0,0
69,2018-03-20,0.7703,0.7703,0.7703,0.7703,0,0
70,2018-03-19,0.7691,0.7691,0.7691,0.7691,0,0
71,2018-03-16,0.779,0.779,0.779,0.779,0,0
72,2018-03-15,0.7876,0.7876,0.7876,0.7876,0,0
73,2018-03-14,0.7871,0.7871,0.7871,0.7871,0,0
74,2018-03-13,0.787,0.787,0.787,0.787,0,0
75,2018-03-12,0.7869,0.7869,0.7869,0.7869,0,0
76,2018-03-09,0.7792,0.7792,0.7792,0.7792,0,0
77,2018-03-08,0.783,0.783,0.783,0.783,0,0
78,2018-03-07,0.7804,0.7804,0.7804,0.7804,0,0
79,2018-03-06,0.7773,0.7773,0.7773,0.7773,0,0
80,2018-03-05,0.7752,0.7752,0.7752,0.7752,0,0
81,2018-03-02,0.7756,0.7756,0.7756,0.7756,0,0
82,2018-03-01,0.7731,0.7731,0.7731,0.7731,0,0
83,2018-02-28,0.7792,0.7792,0.7792,0.7792,0,0
84,2018-02-27,0.7847,0.7847,0.7847,0.7847,0,0
85,2018-02-26,0.7863,0.7863,0.7863,0.7863,0,0
86,2018-02-23,0.7821,0.7821,0.7821,0.7821,0,0
87,2018-02-22,0.7806,0.7806,0.7806,0.7806,0,0
88,2018-02-21,0.7852,0.7852,0.7852,0.7852,0,0
89,2018-02-20,0.7926,0.7926,0.7926,0.7926,0,0
90,2018-02-16,0.7965,0.7965,0.7965,0.7965,0,0
91,2018-02-15,0.7933,0.7933,0.7933,0.7933,0,0
92,2018-02-14,0.7877,0.7877,0.7877,0.7877,0,0
93,2018-02-13,0.787,0.787,0.787,0.787,0,0
94,2018-02-12,0.7834,0.7834,0.7834,0.7834,0,0
95,2018-02-09,0.7779,0.7779,0.7779,0.7779,0,0
96,2018-02-08,0.7812,0.7812,0.7812,0.7812,0,0
97,2018-02-07,0.7883,0.7883,0.7883,0.7883,0,0
98,2018-02-06,0.7844,0.7844,0.7844,0.7844,0,0
99,2018-02-05,0.7929,0.7929,0.7929,0.7929,0,0
100,2018-02-02,0.7997,0.7997,0.7997,0.7997,0,0
101,2018-02-01,0.8044,0.8044,0.8044,0.8044,0,0
102,2018-01-31,0.8073,0.8073,0.8073,0.8073,0,0
103,2018-01-30,0.807,0.807,0.807,0.807,0,0
104,2018-01-29,0.8096,0.8096,0.8096,0.8096,0,0
105,2018-01-25,0.8094,0.8094,0.8094,0.8094,0,0
106,2018-01-24,0.8016,0.8016,0.8016,0.8016,0,0
107,2018-01-23,0.7989,0.7989,0.7989,0.7989,0,0
108,2018-01-22,0.799,0.799,0.799,0.799,0,0
109,2018-01-19,0.8019,0.8019,0.8019,0.8019,0,0
110,2018-01-18,0.7964,0.7964,0.7964,0.7964,0,0
111,2018-01-17,0.7955,0.7955,0.7955,0.7955,0,0
112,2018-01-16,0.7968,0.7968,0.7968,0.7968,0,0
113,2018-01-12,0.7885,0.7885,0.7885,0.7885,0,0
114,2018-01-11,0.7873,0.7873,0.7873,0.7873,0,0
115,2018-01-10,0.7828,0.7828,0.7828,0.7828,0,0
116,2018-01-09,0.7854,0.7854,0.7854,0.7854,0,0
117,2018-01-08,0.7842,0.7842,0.7842,0.7842,0,0
118,2018-01-05,0.7857,0.7857,0.7857,0.7857,0,0
119,2018-01-04,0.7835,0.7835,0.7835,0.7835,0,0
120,2018-01-03,0.7816,0.7816,0.7816,0.7816,0,0
121,2018-01-02,0.7837,0.7837,0.7837,0.7837,0,0
122,2017-12-29,0.78,0.78,0.78,0.78,0,0
123,2017-12-28,0.7791,0.7791,0.7791,0.7791,0,0
124,2017-12-27,0.7745,0.7745,0.7745,0.7745,0,0
125,2017-12-22,0.7714,0.7714,0.7714,0.7714,0,0
126,2017-12-21,0.7666,0.7666,0.7666,0.7666,0,0
127,2017-12-20,0.7658,0.7658,0.7658,0.7658,0,0
128,2017-12-19,0.7669,0.7669,0.7669,0.7669,0,0
129,2017-12-18,0.7658,0.7658,0.7658,0.7658,0,0
130,2017-12-15,0.7675,0.7675,0.7675,0.7675,0,0
131,2017-12-14,0.7666,0.7666,0.7666,0.7666,0,0
132,2017-12-13,0.757,0.757,0.757,0.757,0,0
133,2017-12-12,0.7533,0.7533,0.7533,0.7533,0,0
134,2017-12-11,0.7525,0.7525,0.7525,0.7525,0,0
135,2017-12-08,0.7512,0.7512,0.7512,0.7512,0,0
136,2017-12-07,0.7545,0.7545,0.7545,0.7545,0,0
137,2017-12-06,0.7578,0.7578,0.7578,0.7578,0,0
138,2017-12-05,0.7651,0.7651,0.7651,0.7651,0,0
139,2017-12-04,0.7598,0.7598,0.7598,0.7598,0,0
140,2017-12-01,0.7564,0.7564,0.7564,0.7564,0,0
141,2017-11-30,0.7585,0.7585,0.7585,0.7585,0,0
142,2017-11-29,0.7586,0.7586,0.7586,0.7586,0,0
143,2017-11-28,0.7611,0.7611,0.7611,0.7611,0,0
144,2017-11-27,0.7603,0.7603,0.7603,0.7603,0,0
145,2017-11-24,0.7625,0.7625,0.7625,0.7625,0,0
146,2017-11-22,0.7568,0.7568,0.7568,0.7568,0,0
147,2017-11-21,0.7537,0.7537,0.7537,0.7537,0,0
148,2017-11-20,0.7556,0.7556,0.7556,0.7556,0,0
149,2017-11-17,0.7574,0.7574,0.7574,0.7574,0,0
150,2017-11-16,0.7594,0.7594,0.7594,0.7594,0,0
151,2017-11-15,0.7583,0.7583,0.7583,0.7583,0,0
152,2017-11-14,0.7632,0.7632,0.7632,0.7632,0,0
153,2017-11-13,0.7658,0.7658,0.7658,0.7658,0,0
154,2017-11-10,0.7682,0.7682,0.7682,0.7682,0,0
155,2017-11-09,0.7683,0.7683,0.7683,0.7683,0,0
156,2017-11-08,0.7653,0.7653,0.7653,0.7653,0,0
157,2017-11-07,0.768,0.768,0.768,0.768,0,0
158,2017-11-06,0.7655,0.7655,0.7655,0.7655,0,0
159,2017-11-03,0.769,0.769,0.769,0.769,0,0
160,2017-11-02,0.7715,0.7715,0.7715,0.7715,0,0
161,2017-11-01,0.7659,0.7659,0.7659,0.7659,0,0
162,2017-10-31,0.7673,0.7673,0.7673,0.7673,0,0
163,2017-10-30,0.7677,0.7677,0.7677,0.7677,0,0
164,2017-10-27,0.7642,0.7642,0.7642,0.7642,0,0
165,2017-10-26,0.7706,0.7706,0.7706,0.7706,0,0
166,2017-10-25,0.772,0.772,0.772,0.772,0,0
167,2017-10-24,0.7819,0.7819,0.7819,0.7819,0,0
168,2017-10-23,0.7826,0.7826,0.7826,0.7826,0,0
169,2017-10-20,0.7845,0.7845,0.7845,0.7845,0,0
170,2017-10-19,0.7852,0.7852,0.7852,0.7852,0,0
171,2017-10-18,0.7848,0.7848,0.7848,0.7848,0,0
172,2017-10-17,0.7846,0.7846,0.7846,0.7846,0,0
173,2017-10-16,0.7872,0.7872,0.7872,0.7872,0,0
174,2017-10-13,0.7832,0.7832,0.7832,0.7832,0,0
175,2017-10-12,0.7817,0.7817,0.7817,0.7817,0,0
176,2017-10-11,0.7782,0.7782,0.7782,0.7782,0,0
177,2017-10-10,0.7785,0.7785,0.7785,0.7785,0,0
178,2017-10-09,0.7763,0.7763,0.7763,0.7763,0,0
179,2017-10-06,0.7755,0.7755,0.7755,0.7755,0,0
180,2017-10-05,0.7832,0.7832,0.7832,0.7832,0,0
181,2017-10-04,0.7859,0.7859,0.7859,0.7859,0,0
182,2017-10-03,0.7801,0.7801,0.7801,0.7801,0,0
183,2017-09-29,0.7839,0.7839,0.7839,0.7839,0,0
184,2017-09-28,0.7813,0.7813,0.7813,0.7813,0,0
185,2017-09-27,0.7858,0.7858,0.7858,0.7858,0,0
186,2017-09-26,0.7938,0.7938,0.7938,0.7938,0,0
187,2017-09-25,0.7966,0.7966,0.7966,0.7966,0,0
188,2017-09-22,0.7933,0.7933,0.7933,0.7933,0,0
189,2017-09-21,0.7964,0.7964,0.7964,0.7964,0,0
190,2017-09-20,0.8029,0.8029,0.8029,0.8029,0,0
191,2017-09-19,0.7976,0.7976,0.7976,0.7976,0,0
192,2017-09-18,0.8028,0.8028,0.8028,0.8028,0,0
193,2017-09-15,0.8001,0.8001,0.8001,0.8001,0,0
194,2017-09-14,0.8,0.8,0.8,0.8,0,0
195,2017-09-13,0.8027,0.8027,0.8027,0.8027,0,0
196,2017-09-12,0.8023,0.8023,0.8023,0.8023,0,0
197,2017-09-11,0.8055,0.8055,0.8055,0.8055,0,0
198,2017-09-08,0.8121,0.8121,0.8121,0.8121,0,0
199,2017-09-07,0.7991,0.7991,0.7991,0.7991,0,0
200,2017-09-06,0.7993,0.7993,0.7993,0.7993,0,0
201,2017-09-05,0.7961,0.7961,0.7961,0.7961,0,0
202,2017-09-01,0.7934,0.7934,0.7934,0.7934,0,0
203,2017-08-31,0.7898,0.7898,0.7898,0.7898,0,0
204,2017-08-30,0.7981,0.7981,0.7981,0.7981,0,0
205,2017-08-29,0.7926,0.7926,0.7926,0.7926,0,0
206,2017-08-28,0.7943,0.7943,0.7943,0.7943,0,0
207,2017-08-25,0.7905,0.7905,0.7905,0.7905,0,0
208,2017-08-24,0.7896,0.7896,0.7896,0.7896,0,0
209,2017-08-23,0.7894,0.7894,0.7894,0.7894,0,0
210,2017-08-22,0.794,0.794,0.794,0.794,0,0
211,2017-08-21,0.7921,0.7921,0.7921,0.7921,0,0
212,2017-08-18,0.7896,0.7896,0.7896,0.7896,0,0
213,2017-08-17,0.7938,0.7938,0.7938,0.7938,0,0
214,2017-08-16,0.7842,0.7842,0.7842,0.7842,0,0
215,2017-08-15,0.7852,0.7852,0.7852,0.7852,0,0
216,2017-08-14,0.7892,0.7892,0.7892,0.7892,0,0
217,2017-08-11,0.7859,0.7859,0.7859,0.7859,0,0
218,2017-08-10,0.7873,0.7873,0.7873,0.7873,0,0
219,2017-08-09,0.7884,0.7884,0.7884,0.7884,0,0
220,2017-08-08,0.7923,0.7923,0.7923,0.7923,0,0
221,2017-08-04,0.7977,0.7977,0.7977,0.7977,0,0
222,2017-08-03,0.7923,0.7923,0.7923,0.7923,0,0
223,2017-08-02,0.7962,0.7962,0.7962,0.7962,0,0
224,2017-08-01,0.8011,0.8011,0.8011,0.8011,0,0
225,2017-07-31,0.7987,0.7987,0.7987,0.7987,0,0
226,2017-07-28,0.797,0.797,0.797,0.797,0,0
227,2017-07-27,0.8046,0.8046,0.8046,0.8046,0,0
228,2017-07-26,0.789,0.789,0.789,0.789,0,0
229,2017-07-25,0.794,0.794,0.794,0.794,0,0
230,2017-07-24,0.7929,0.7929,0.7929,0.7929,0,0
231,2017-07-21,0.7911,0.7911,0.7911,0.7911,0,0
232,2017-07-20,0.7924,0.7924,0.7924,0.7924,0,0
233,2017-07-19,0.7935,0.7935,0.7935,0.7935,0,0
234,2017-07-18,0.7904,0.7904,0.7904,0.7904,0,0
235,2017-07-17,0.7812,0.7812,0.7812,0.7812,0,0
236,2017-07-14,0.7744,0.7744,0.7744,0.7744,0,0
237,2017-07-13,0.7705,0.7705,0.7705,0.7705,0,0
238,2017-07-12,0.7653,0.7653,0.7653,0.7653,0,0
239,2017-07-11,0.7612,0.7612,0.7612,0.7612,0,0
240,2017-07-10,0.7608,0.7608,0.7608,0.7608,0,0
241,2017-07-07,0.7585,0.7585,0.7585,0.7585,0,0
242,2017-07-06,0.7597,0.7597,0.7597,0.7597,0,0
243,2017-07-05,0.7619,0.7619,0.7619,0.7619,0,0
244,2017-07-03,0.7675,0.7675,0.7675,0.7675,0,0
245,2017-06-30,0.7692,0.7692,0.7692,0.7692,0,0
246,2017-06-29,0.7662,0.7662,0.7662,0.7662,0,0
247,2017-06-28,0.7611,0.7611,0.7611,0.7611,0,0
248,2017-06-27,0.7599,0.7599,0.7599,0.7599,0,0
249,2017-06-26,0.7578,0.7578,0.7578,0.7578,0,0
250,2017-06-23,0.7557,0.7557,0.7557,0.7557,0,0
251,2017-06-22,0.7558,0.7558,0.7558,0.7558,0,0
252,2017-06-21,0.7563,0.7563,0.7563,0.7563,0,0
253,2017-06-20,0.7612,0.7612,0.7612,0.7612,0,0
254,2017-06-19,0.7614,0.7614,0.7614,0.7614,0,0
255,2017-06-16,0.7593,0.7593,0.7593,0.7593,0,0
256,2017-06-15,0.7616,0.7616,0.7616,0.7616,0,0
257,2017-06-14,0.7551,0.7551,0.7551,0.7551,0,0
258,2017-06-13,0.7556,0.7556,0.7556,0.7556,0,0
259,2017-06-09,0.7535,0.7535,0.7535,0.7535,0,0
260,2017-06-08,0.755,0.755,0.755,0.755,0,0
261,2017-06-07,0.754,0.754,0.754,0.754,0,0
262,2017-06-06,0.7493,0.7493,0.7493,0.7493,0,0
263,2017-06-05,0.7464,0.7464,0.7464,0.7464,0,0
264,2017-06-02,0.739,0.739,0.739,0.739,0,0
265,2017-06-01,0.7403,0.7403,0.7403,0.7403,0,0
266,2017-05-31,0.745,0.745,0.745,0.745,0,0
267,2017-05-30,0.7438,0.7438,0.7438,0.7438,0,0
268,2017-05-26,0.7435,0.7435,0.7435,0.7435,0,0
269,2017-05-25,0.751,0.751,0.751,0.751,0,0
270,2017-05-24,0.745,0.745,0.745,0.745,0,0
271,2017-05-23,0.7497,0.7497,0.7497,0.7497,0,0
272,2017-05-22,0.7444,0.7444,0.7444,0.7444,0,0
273,2017-05-19,0.7426,0.7426,0.7426,0.7426,0,0
274,2017-05-18,0.7457,0.7457,0.7457,0.7457,0,0
275,2017-05-17,0.743,0.743,0.743,0.743,0,0
276,2017-05-16,0.7423,0.7423,0.7423,0.7423,0,0
277,2017-05-15,0.7399,0.7399,0.7399,0.7399,0,0
278,2017-05-12,0.7385,0.7385,0.7385,0.7385,0,0
279,2017-05-11,0.7352,0.7352,0.7352,0.7352,0,0
280,2017-05-10,0.7366,0.7366,0.7366,0.7366,0,0
281,2017-05-09,0.7352,0.7352,0.7352,0.7352,0,0
282,2017-05-08,0.7415,0.7415,0.7415,0.7415,0,0
283,2017-05-05,0.7376,0.7376,0.7376,0.7376,0,0
284,2017-05-04,0.7408,0.7408,0.7408,0.7408,0,0
285,2017-05-03,0.75,0.75,0.75,0.75,0,0
286,2017-05-02,0.7539,0.7539,0.7539,0.7539,0,0
287,2017-05-01,0.7486,0.7486,0.7486,0.7486,0,0
288,2017-04-28,0.7475,0.7475,0.7475,0.7475,0,0
289,2017-04-27,0.7485,0.7485,0.7485,0.7485,0,0
290,2017-04-26,0.7516,0.7516,0.7516,0.7516,0,0
291,2017-04-24,0.7559,0.7559,0.7559,0.7559,0,0
292,2017-04-21,0.7535,0.7535,0.7535,0.7535,0,0
293,2017-04-20,0.7507,0.7507,0.7507,0.7507,0,0
294,2017-04-19,0.7521,0.7521,0.7521,0.7521,0,0
295,2017-04-18,0.756,0.756,0.756,0.756,0,0
296,2017-04-13,0.7589,0.7589,0.7589,0.7589,0,0
297,2017-04-12,0.7499,0.7499,0.7499,0.7499,0,0
298,2017-04-11,0.7502,0.7502,0.7502,0.7502,0,0
299,2017-04-10,0.749,0.749,0.749,0.749,0,0
300,2017-04-07,0.7523,0.7523,0.7523,0.7523,0,0
301,2017-04-06,0.7542,0.7542,0.7542,0.7542,0,0
302,2017-04-05,0.758,0.758,0.758,0.758,0,0
303,2017-04-04,0.7576,0.7576,0.7576,0.7576,0,0
304,2017-04-03,0.7602,0.7602,0.7602,0.7602,0,0
305,2017-03-31,0.7644,0.7644,0.7644,0.7644,0,0
306,2017-03-30,0.7663,0.7663,0.7663,0.7663,0,0
307,2017-03-29,0.7644,0.7644,0.7644,0.7644,0,0
308,2017-03-28,0.7615,0.7615,0.7615,0.7615,0,0
309,2017-03-27,0.7633,0.7633,0.7633,0.7633,0,0
310,2017-03-24,0.7618,0.7618,0.7618,0.7618,0,0
311,2017-03-23,0.7662,0.7662,0.7662,0.7662,0,0
312,2017-03-22,0.7668,0.7668,0.7668,0.7668,0,0
313,2017-03-21,0.7708,0.7708,0.7708,0.7708,0,0
314,2017-03-20,0.7724,0.7724,0.7724,0.7724,0,0
315,2017-03-17,0.7689,0.7689,0.7689,0.7689,0,0
316,2017-03-16,0.7678,0.7678,0.7678,0.7678,0,0
317,2017-03-15,0.7574,0.7574,0.7574,0.7574,0,0
318,2017-03-14,0.7563,0.7563,0.7563,0.7563,0,0
319,2017-03-13,0.7566,0.7566,0.7566,0.7566,0,0
320,2017-03-10,0.7522,0.7522,0.7522,0.7522,0,0
321,2017-03-09,0.7514,0.7514,0.7514,0.7514,0,0
322,2017-03-08,0.759,0.759,0.759,0.759,0,0
323,2017-03-07,0.762,0.762,0.762,0.762,0,0
324,2017-03-06,0.7573,0.7573,0.7573,0.7573,0,0
325,2017-03-03,0.7562,0.7562,0.7562,0.7562,0,0
326,2017-03-02,0.7655,0.7655,0.7655,0.7655,0,0
327,2017-03-01,0.7656,0.7656,0.7656,0.7656,0,0
328,2017-02-28,0.7688,0.7688,0.7688,0.7688,0,0
329,2017-02-27,0.7695,0.7695,0.7695,0.7695,0,0
330,2017-02-24,0.7717,0.7717,0.7717,0.7717,0,0
331,2017-02-23,0.7687,0.7687,0.7687,0.7687,0,0
332,2017-02-22,0.7691,0.7691,0.7691,0.7691,0,0
333,2017-02-21,0.7668,0.7668,0.7668,0.7668,0,0
334,2017-02-17,0.7709,0.7709,0.7709,0.7709,0,0
335,2017-02-16,0.7713,0.7713,0.7713,0.7713,0,0
336,2017-02-15,0.7671,0.7671,0.7671,0.7671,0,0
337,2017-02-14,0.7678,0.7678,0.7678,0.7678,0,0
338,2017-02-13,0.7665,0.7665,0.7665,0.7665,0,0
339,2017-02-10,0.7645,0.7645,0.7645,0.7645,0,0
340,2017-02-09,0.7625,0.7625,0.7625,0.7625,0,0
341,2017-02-08,0.7632,0.7632,0.7632,0.7632,0,0
342,2017-02-07,0.7671,0.7671,0.7671,0.7671,0,0
343,2017-02-06,0.7665,0.7665,0.7665,0.7665,0,0
344,2017-02-03,0.7653,0.7653,0.7653,0.7653,0,0
345,2017-02-02,0.7638,0.7638,0.7638,0.7638,0,0
346,2017-02-01,0.7566,0.7566,0.7566,0.7566,0,0
347,2017-01-31,0.7567,0.7567,0.7567,0.7567,0,0
348,2017-01-30,0.7552,0.7552,0.7552,0.7552,0,0
349,2017-01-27,0.7528,0.7528,0.7528,0.7528,0,0
350,2017-01-25,0.7543,0.7543,0.7543,0.7543,0,0
351,2017-01-24,0.7576,0.7576,0.7576,0.7576,0,0
352,2017-01-23,0.7562,0.7562,0.7562,0.7562,0,0
353,2017-01-20,0.7575,0.7575,0.7575,0.7575,0,0
354,2017-01-19,0.7522,0.7522,0.7522,0.7522,0,0
355,2017-01-18,0.7552,0.7552,0.7552,0.7552,0,0
356,2017-01-17,0.75,0.75,0.75,0.75,0,0
357,2017-01-13,0.7485,0.7485,0.7485,0.7485,0,0
358,2017-01-12,0.7462,0.7462,0.7462,0.7462,0,0
359,2017-01-11,0.7381,0.7381,0.7381,0.7381,0,0
360,2017-01-10,0.7374,0.7374,0.7374,0.7374,0,0
361,2017-01-09,0.731,0.731,0.731,0.731,0,0
362,2017-01-06,0.7318,0.7318,0.7318,0.7318,0,0
363,2017-01-05,0.7302,0.7302,0.7302,0.7302,0,0
364,2017-01-04,0.724,0.724,0.724,0.724,0,0
365,2017-01-03,0.7234,0.7234,0.7234,0.7234,0,0
366,2016-12-30,0.7236,0.7236,0.7236,0.7236,0,0
367,2016-12-29,0.7205,0.7205,0.7205,0.7205,0,0
368,2016-12-28,0.7202,0.7202,0.7202,0.7202,0,0
369,2016-12-23,0.7205,0.7205,0.7205,0.7205,0,0
370,2016-12-22,0.7235,0.7235,0.7235,0.7235,0,0
371,2016-12-21,0.726,0.726,0.726,0.726,0,0
372,2016-12-20,0.7254,0.7254,0.7254,0.7254,0,0
373,2016-12-19,0.7293,0.7293,0.7293,0.7293,0,0
374,2016-12-16,0.7362,0.7362,0.7362,0.7362,0,0
375,2016-12-15,0.7421,0.7421,0.7421,0.7421,0,0
376,2016-12-14,0.7492,0.7492,0.7492,0.7492,0,0
377,2016-12-13,0.7493,0.7493,0.7493,0.7493,0,0
378,2016-12-12,0.7453,0.7453,0.7453,0.7453,0,0
379,2016-12-09,0.7459,0.7459,0.7459,0.7459,0,0
380,2016-12-08,0.7497,0.7497,0.7497,0.7497,0,0
381,2016-12-07,0.743,0.743,0.743,0.743,0,0
382,2016-12-06,0.7459,0.7459,0.7459,0.7459,0,0
383,2016-12-05,0.7453,0.7453,0.7453,0.7453,0,0
384,2016-12-02,0.7411,0.7411,0.7411,0.7411,0,0
385,2016-12-01,0.7408,0.7408,0.7408,0.7408,0,0
386,2016-11-30,0.7474,0.7474,0.7474,0.7474,0,0
387,2016-11-29,0.7477,0.7477,0.7477,0.7477,0,0
388,2016-11-28,0.7477,0.7477,0.7477,0.7477,0,0
389,2016-11-25,0.7431,0.7431,0.7431,0.7431,0,0
390,2016-11-23,0.7427,0.7427,0.7427,0.7427,0,0
391,2016-11-22,0.7398,0.7398,0.7398,0.7398,0,0
392,2016-11-21,0.7324,0.7324,0.7324,0.7324,0,0
393,2016-11-18,0.7394,0.7394,0.7394,0.7394,0,0
394,2016-11-17,0.7478,0.7478,0.7478,0.7478,0,0
395,2016-11-16,0.7552,0.7552,0.7552,0.7552,0,0
396,2016-11-15,0.7558,0.7558,0.7558,0.7558,0,0
397,2016-11-14,0.7546,0.7546,0.7546,0.7546,0,0
398,2016-11-11,0.7618,0.7618,0.7618,0.7618,0,0
399,2016-11-10,0.7661,0.7661,0.7661,0.7661,0,0
400,2016-11-09,0.7596,0.7596,0.7596,0.7596,0,0
401,2016-11-08,0.77,0.77,0.77,0.77,0,0
402,2016-11-07,0.7674,0.7674,0.7674,0.7674,0,0
403,2016-11-04,0.768,0.768,0.768,0.768,0,0
404,2016-11-03,0.7668,0.7668,0.7668,0.7668,0,0
405,2016-11-02,0.7624,0.7624,0.7624,0.7624,0,0
406,2016-11-01,0.7653,0.7653,0.7653,0.7653,0,0
407,2016-10-31,0.7613,0.7613,0.7613,0.7613,0,0
408,2016-10-28,0.7597,0.7597,0.7597,0.7597,0,0
409,2016-10-27,0.7631,0.7631,0.7631,0.7631,0,0
410,2016-10-26,0.7683,0.7683,0.7683,0.7683,0,0
411,2016-10-25,0.7629,0.7629,0.7629,0.7629,0,0
412,2016-10-24,0.7615,0.7615,0.7615,0.7615,0,0
413,2016-10-21,0.763,0.763,0.763,0.763,0,0
414,2016-10-20,0.767,0.767,0.767,0.767,0,0
415,2016-10-19,0.7666,0.7666,0.7666,0.7666,0,0
416,2016-10-18,0.7671,0.7671,0.7671,0.7671,0,0
417,2016-10-17,0.7599,0.7599,0.7599,0.7599,0,0
418,2016-10-14,0.7582,0.7582,0.7582,0.7582,0,0
419,2016-10-13,0.7537,0.7537,0.7537,0.7537,0,0
420,2016-10-12,0.7577,0.7577,0.7577,0.7577,0,0
421,2016-10-11,0.7552,0.7552,0.7552,0.7552,0,0
422,2016-10-10,0.7593,0.7593,0.7593,0.7593,0,0
423,2016-10-07,0.7573,0.7573,0.7573,0.7573,0,0
424,2016-10-06,0.7596,0.7596,0.7596,0.7596,0,0
425,2016-10-05,0.7633,0.7633,0.7633,0.7633,0,0
426,2016-10-04,0.7672,0.7672,0.7672,0.7672,0,0
427,2016-09-30,0.763,0.763,0.763,0.763,0,0
428,2016-09-29,0.7684,0.7684,0.7684,0.7684,0,0
