,Date,Open,High,Low,Close,Volume,Adj Close
735,2015-07-02,-0.0448539906706857,-0.0448539906706857,-0.0448539906706857,-0.0448539906706857,0,0
736,2015-07-06,-0.0579185371008986,-0.0579185371008986,-0.0579185371008986,-0.0579185371008986,0,0
737,2015-07-07,-0.0588483926999168,-0.0588483926999168,-0.0588483926999168,-0.0588483926999168,0,0
738,2015-07-08,-0.050487790701424,-0.050487790701424,-0.050487790701424,-0.050487790701424,0,0
739,2015-07-09,-0.0410127629137607,-0.0410127629137607,-0.0410127629137607,-0.0410127629137607,0,0
740,2015-07-10,-0.0407567160279476,-0.0407567160279476,-0.0407567160279476,-0.0407567160279476,0,0
741,2015-07-13,-0.038435119651001,-0.038435119651001,-0.038435119651001,-0.038435119651001,0,0
742,2015-07-14,-0.0525804900915335,-0.0525804900915335,-0.0525804900915335,-0.0525804900915335,0,0
743,2015-07-15,-0.0501401869288673,-0.0501401869288673,-0.0501401869288673,-0.0501401869288673,0,0
744,2015-07-16,-0.0483947871070707,-0.0483947871070707,-0.0483947871070707,-0.0483947871070707,0,0
745,2015-07-17,-0.0455547350671197,-0.0455547350671197,-0.0455547350671197,-0.0455547350671197,0,0
746,2015-07-20,-0.0452866073424542,-0.0452866073424542,-0.0452866073424542,-0.0452866073424542,0,0
747,2015-07-21,-0.046025446249705,-0.046025446249705,-0.046025446249705,-0.046025446249705,0,0
748,2015-07-22,-0.0453768102677871,-0.0453768102677871,-0.0453768102677871,-0.0453768102677871,0,0
749,2015-07-23,-0.04510594045967,-0.04510594045967,-0.04510594045967,-0.04510594045967,0,0
750,2015-07-24,-0.0759970284028112,-0.0759970284028112,-0.0759970284028112,-0.0759970284028112,0,0
751,2015-07-27,-0.0836652908141498,-0.0836652908141498,-0.0836652908141498,-0.0836652908141498,0,0
752,2015-07-28,-0.0498918292520582,-0.0498918292520582,-0.0498918292520582,-0.0498918292520582,0,0
753,2015-07-29,-0.0545821354324772,-0.0545821354324772,-0.0545821354324772,-0.0545821354324772,0,0
754,2015-07-30,-0.0623588866655351,-0.0623588866655351,-0.0623588866655351,-0.0623588866655351,0,0
755,2015-07-31,-0.0520878026910836,-0.0520878026910836,-0.0520878026910836,-0.0520878026910836,0,0
756,2015-08-04,-0.0512672232709295,-0.0512672232709295,-0.0512672232709295,-0.0512672232709295,0,0
757,2015-08-05,-0.0488967572140634,-0.0488967572140634,-0.0488967572140634,-0.0488967572140634,0,0
758,2015-08-06,-0.0514332390540293,-0.0514332390540293,-0.0514332390540293,-0.0514332390540293,0,0
759,2015-08-07,-0.0741308941591009,-0.0741308941591009,-0.0741308941591009,-0.0741308941591009,0,0
760,2015-08-10,-0.0774086898681405,-0.0774086898681405,-0.0774086898681405,-0.0774086898681405,0,0
761,2015-08-11,-0.0932224341472545,-0.0932224341472545,-0.0932224341472545,-0.0932224341472545,0,0
762,2015-08-12,-0.0627528316202133,-0.0627528316202133,-0.0627528316202133,-0.0627528316202133,0,0
763,2015-08-13,-0.0986669596780174,-0.0986669596780174,-0.0986669596780174,-0.0986669596780174,0,0
764,2015-08-14,-0.0986482934202314,-0.0986482934202314,-0.0986482934202314,-0.0986482934202314,0,0
765,2015-08-17,-0.0696467543635391,-0.0696467543635391,-0.0696467543635391,-0.0696467543635391,0,0
766,2015-08-18,-0.0685758226621484,-0.0685758226621484,-0.0685758226621484,-0.0685758226621484,0,0
767,2015-08-19,-0.0867430531621873,-0.0867430531621873,-0.0867430531621873,-0.0867430531621873,0,0
768,2015-08-20,-0.0858039511036118,-0.0858039511036118,-0.0858039511036118,-0.0858039511036118,0,0
769,2015-08-21,-0.098978194054391,-0.098978194054391,-0.098978194054391,-0.098978194054391,0,0
770,2015-08-24,-0.111507132129111,-0.111507132129111,-0.111507132129111,-0.111507132129111,0,0
771,2015-08-25,-0.102551882938153,-0.102551882938153,-0.102551882938153,-0.102551882938153,0,0
772,2015-08-26,-0.109449350310107,-0.109449350310107,-0.109449350310107,-0.109449350310107,0,0
